1,1,-177.266,1000,30,3000000,9.27025
1,-214.34,1000,30,3000000,9.23288
1,-237.002,1000,30,3000000,9.23756
1,-246.525,1000,30,3000000,9.23371
1,-240.687,1000,30,3000000,9.31454

2,-211.505,1000,30,3000000,5.01034
2,-238.678,1000,30,3000000,4.78927
2,-227.446,1000,30,3000000,4.82747
2,-237.809,1000,30,3000000,4.81844
2,-233.565,1000,30,3000000,4.80848

3,-245.646,1000,30,3000000,3.47093
3,-231.427,1000,30,3000000,3.65141
3,-245.716,1000,30,3000000,3.64057
3,-229.743,1000,30,3000000,3.62369
3,-241.117,1000,30,3000000,3.63447

4,-242.045,1000,30,3000000,2.93104
4,-224.825,1000,30,3000000,2.62351
4,-242.431,1000,30,3000000,2.62496
4,-236.105,1000,30,3000000,2.63426
4,-237.347,1000,30,3000000,2.66879

5,-231.278,1000,30,3000000,2.19158
5,-202.927,1000,30,3000000,2.4444
5,-247.674,1000,30,3000000,2.44599
5,-235.997,1000,30,3000000,2.44438
5,-224.762,1000,30,3000000,2.44743

6,-239.657,1000,30,3000000,2.11305
6,-235.883,1000,30,3000000,2.08007
6,-247.121,1000,30,3000000,2.0841
6,-226.05,1000,30,3000000,2.08319
6,-220.671,1000,30,3000000,2.08475

7,-225.236,1000,30,3000000,1.86267
7,-233.916,1000,30,3000000,1.64891
7,-232.836,1000,30,3000000,1.64764
7,-231.661,1000,30,3000000,1.65021
7,-226.87,1000,30,3000000,1.64849

8,-252.261,1000,30,3000000,1.49347
8,-238.594,1000,30,3000000,1.67742
8,-235.172,1000,30,3000000,1.67574
8,-228,1000,30,3000000,1.67371
8,-236.533,1000,30,3000000,1.67435

9,-229.202,1000,30,3000000,1.56045
9,-213.444,1000,30,3000000,1.50057
9,-236.283,1000,30,3000000,1.50055
9,-225.614,1000,30,3000000,1.502
9,-231.341,1000,30,3000000,1.5042

10,-237.714,1000,30,3000000,1.38897
10,-229.733,1000,30,3000000,1.1067
10,-229.364,1000,30,3000000,1.11226
10,-239.615,1000,30,3000000,1.10803
10,-231.102,1000,30,3000000,1.10709

1,-242.09,1000,30,1500000,4.77884
1,-215.652,1000,30,1500000,4.73672
1,-228.925,1000,30,1500000,4.7162
1,-204.061,1000,30,1500000,4.74067
1,-237.897,1000,30,1500000,4.7255

2,-230.544,1000,30,1500000,2.54576
2,-218.555,1000,30,1500000,2.554
2,-244.4,1000,30,1500000,2.55721
2,-244.611,1000,30,1500000,2.56457
2,-223.993,1000,30,1500000,2.55339


3,-221.096,1000,30,1500000,1.92302
3,-213.251,1000,30,1500000,1.78562
3,-236.495,1000,30,1500000,1.78741
3,-235.167,1000,30,1500000,1.78632
3,-237.833,1000,30,1500000,1.78301

4,-218.98,1000,30,1500000,1.4549
4,-236.26,1000,30,1500000,1.45668
4,-238.228,1000,30,1500000,1.46416
4,-240.413,1000,30,1500000,1.46132
4,-237.938,1000,30,1500000,1.46168

5,-228.7,1000,30,1500000,1.26312
5,-224.845,1000,30,1500000,1.21199
5,-219.705,1000,30,1500000,1.20861
5,-216.735,1000,30,1500000,1.21568
5,-223.994,1000,30,1500000,1.22808

6,-234.047,1000,30,1500000,1.09192
6,-233.488,1000,30,1500000,1.02485
6,-219.063,1000,30,1500000,1.02692
6,-234.44,1000,30,1500000,1.02204
6,-250.028,1000,30,1500000,1.06913

7,-225.275,1000,30,1500000,0.964167
7,-223.79,1000,30,1500000,0.936391
7,-234.279,1000,30,1500000,0.942134
7,-245.373,1000,30,1500000,0.937786
7,-243.365,1000,30,1500000,0.933581

8,-240.826,1000,30,1500000,0.854405
8,-247.132,1000,30,1500000,0.879911
8,-237.505,1000,30,1500000,0.877294
8,-217.364,1000,30,1500000,0.878413
8,-221.458,1000,30,1500000,0.87779

9,-229.686,1000,30,1500000,0.853745
9,-232.58,1000,30,1500000,0.759289
9,-242.498,1000,30,1500000,0.758014
9,-235.997,1000,30,1500000,0.752846
9,-227.139,1000,30,1500000,0.75182

10,-232.708,1000,30,1500000,0.700992
10,-239.654,1000,30,1500000,0.706157
10,-224.27,1000,30,1500000,0.706253
10,-214.459,1000,30,1500000,0.706804
10,-224.109,1000,30,1500000,0.706155

1,-228.837,1000,30,999000,3.34015
1,-209.087,1000,30,999000,3.27621
1,-234.083,1000,30,999000,3.28162
1,-195.995,1000,30,999000,3.27713
1,-230.969,1000,30,999000,3.28367

2,-236.009,1000,30,999000,1.78546
2,-235.788,1000,30,999000,1.75115
2,-230.13,1000,30,999000,1.74372
2,-248.954,1000,30,999000,1.75808
2,-238.382,1000,30,999000,1.756

3,-208.931,1000,30,999000,1.35447
3,-221.002,1000,30,999000,1.25634
3,-245.474,1000,30,999000,1.25631
3,-230.748,1000,30,999000,1.24903
3,-225.92,1000,30,999000,1.25417

